,name,year,selling_price,km_driven,fuel,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
1444,Hyundai i20 Sportz,2013,330000,150000,Petrol,Automatic,Second ,15,1396,98.6,5
1445,Maruti Swift VXI,2015,405000,68000,Petrol,Manual,Second ,20,1197,81.8,5
1446,Mahindra Bolero 2011-2019,2013,400000,90000,Diesel,Manual,Second ,15,2523,62.1,7
1447,Honda City V,2010,409999,110000,Petrol,Automatic,Third ,15,1497,116.3,5
1448,Mahindra Bolero 2011-2019,2013,500000,70000,Diesel,Manual,Second ,15,2523,62.1,7
1449,Mahindra XUV500 W8,2011,590000,80000,Diesel,Manual,Third ,15,2179,140,7
1450,Hyundai i10 Era,2007,135000,100000,Petrol,Manual,Second ,19,1086,68.05,5
1451,Maruti Wagon R,2004,70000,70000,Petrol,Manual,Second ,18,998,67.1,5
1452,Maruti 800 Std,2004,45000,77000,Petrol,Manual,Third ,16,796,37,4
1453,Maruti Swift Dzire,2018,650000,35500,Diesel,Manual,First ,28,1248,74.02,5
1454,Maruti Wagon R,2018,400000,17500,Petrol,Manual,First ,20,998,67.04,5
1455,Maruti Alto K10,2017,350000,27000,Petrol,Manual,First ,23,998,67.05,5
1456,Hyundai Grand i10,2017,550000,60000,Diesel,Manual,First ,24,1186,73.97,5
1457,Maruti Wagon R,2016,350000,25000,Petrol,Manual,First ,20,998,67.04,5
1458,Maruti Swift Dzire,2015,459999,80000,Diesel,Manual,First ,26,1248,74,5
1459,Maruti Alto LXi,2012,185000,60000,Petrol,Manual,Second ,19,796,46.3,5
1460,Volkswagen Polo Diesel,2013,550000,38000,Diesel,Manual,First ,22,1199,73.9,5
1461,Maruti Wagon R,2012,300000,100000,LPG,Manual,Second ,26,998,58.2,5
1462,Toyota Innova 2.5,2011,900000,110000,Diesel,Manual,First ,12,2494,102,8
1463,Honda BR-V i-DTEC,2016,900000,92000,Diesel,Manual,First ,21,1498,98.6,7
1464,Mahindra Bolero 2011-2019,2012,550000,180000,Diesel,Manual,Third ,15,2523,62.1,9
1465,Maruti Baleno Zeta,2018,625000,10000,Petrol,Manual,First ,21,1197,83.1,5
1466,Maruti Alto 800,2017,310000,35000,Petrol,Manual,Second ,24,796,47.3,5
1467,Maruti Swift DDiS,2017,500000,35000,Diesel,Manual,First ,28,1248,74,5
1468,Hyundai Grand i10,2016,610000,23000,Diesel,Manual,First ,24,1120,70,5
1469,Tata Indigo CS,2012,150000,150000,Diesel,Manual,Third ,19,1396,69,5
1470,Hyundai Xcent 1.1,2015,480000,70000,Diesel,Manual,First ,24,1120,71,5
1471,Hyundai i20 1.2,2017,650000,40000,Petrol,Manual,First ,18,1197,81.83,5
1472,Hyundai i20 1.4,2012,290000,100000,Diesel,Manual,Second ,21,1396,90,5
1473,Maruti Alto 800,2017,300000,50000,Petrol,Manual,Second ,24,796,47.3,5
1474,Maruti Swift Dzire,2010,270000,120000,Diesel,Manual,Fourth & Above ,19,1248,73.9,5
1475,Hyundai Xcent 1.1,2015,400000,60000,Diesel,Manual,Second ,24,1120,71,5
1476,Maruti Alto 800,2015,280000,28000,Petrol,Manual,Second ,22,796,47.3,5
1477,Maruti Swift Dzire,2009,250000,60000,Petrol,Manual,Third ,17,1298,85.8,5
1478,Maruti Swift Dzire,2012,495000,80000,Diesel,Manual,Second ,19,1248,73.9,5
1479,Ford Endeavour 3.2,2018,3250000,12000,Diesel,Automatic,First ,10,3198,197,7
1480,Honda Amaze V,2019,700000,4500,Petrol,Manual,First ,19,1199,88.76,5
1481,Tata Indigo eCS,2013,310000,70000,Diesel,Manual,First ,25,1396,69,5
1482,Renault Duster 85PS,2017,650000,120000,Diesel,Manual,First ,19,1461,83.8,5
1483,Honda Jazz 1.2,2015,600000,80000,Petrol,Automatic,First ,19,1199,88.7,5
1484,Tata New Safari,2009,150000,150000,Diesel,Manual,Fourth & Above ,11,2179,138.1,7
1485,Mahindra Renault Logan,2009,135000,120000,Petrol,Manual,First ,15,1390,75,5
1486,Maruti Swift Dzire,2014,650000,50000,Diesel,Manual,First ,23,1248,74,5
1487,Honda City V,2012,550000,83000,Petrol,Manual,First ,16,1497,116.3,5
1488,Maruti Swift Dzire,2017,650000,20000,Diesel,Manual,First ,28,1248,74.02,5
1489,Toyota Fortuner 2.8,2018,2900000,49000,Diesel,Automatic,First ,12,2755,174.5,7
1490,Honda Brio 1.2,2017,450000,6750,Petrol,Manual,First ,18,1198,86.8,5
1491,Maruti Ciaz VXi,2015,650000,26000,Petrol,Manual,First ,20,1373,91.1,5
1492,Hyundai Grand i10,2017,430000,52000,Petrol,Manual,First ,17,1197,81.86,5
1493,Hyundai Creta 1.6,2017,1143000,51000,Diesel,Automatic,First ,17,1582,126.2,5
1494,Maruti Swift AMT,2019,700000,20000,Petrol,Automatic,First ,22,1197,81.8,5
1495,Maruti Ritz VXi,2011,229999,18500,Petrol,Manual,First ,18,1197,85.8,5
1496,Mahindra TUV 300,2017,509999,142000,Diesel,Manual,First ,18,1493,100,7
1497,Ford EcoSport 1.5,2016,670000,50478,Petrol,Manual,First ,15,1499,110.4,5
1498,Tata Tiago 1.2,2019,525000,9200,Petrol,Automatic,First ,23,1199,83.83,5
1499,Renault Duster 85PS,2016,515000,40000,Diesel,Manual,First ,19,1461,83.8,5
1500,Maruti Baleno Delta,2020,630000,5000,Petrol,Manual,First ,21,1197,81.8,5
1501,Datsun RediGO A,2019,270000,2300,Petrol,Manual,First ,22,799,53.64,5
1502,Maruti Alto 800,2016,300000,40000,Petrol,Manual,First ,22,796,47.3,5
1503,Mahindra Xylo D2,2012,250000,119000,Diesel,Manual,First ,14,2489,95,8
1504,Maruti Alto LX,2005,90000,100000,Petrol,Manual,Fourth & Above ,19,796,46.3,5
1505,Maruti Ertiga SHVS,2017,750000,100000,Diesel,Manual,First ,24,1248,88.5,7
1506,Maruti Wagon R,2009,135000,50000,Petrol,Manual,Second ,18,1061,67,5
1507,Maruti Eeco Smiles,2013,275000,80000,Petrol,Manual,Second ,15,1196,73,5
1508,Tata Nexon 1.2,2018,740000,15000,Petrol,Manual,First ,17,1198,108.5,5
1509,Honda Amaze S,2019,690000,1303,Petrol,Manual,First ,17,1198,86.7,5
1510,Audi Q5 35TDI,2018,3975000,31800,Diesel,Automatic,First ,17,1968,188,5
1511,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
1512,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
1513,Jeep Wrangler 2016-2019,2017,4100000,17000,Petrol,Automatic,First ,9,3604,280,5
1514,Toyota Yaris V,2018,1000000,4295,Petrol,Manual,First ,17,1496,105.5,5
1515,Toyota Yaris V,2018,1000000,5229,Petrol,Manual,First ,17,1496,105.5,5
1516,Hyundai Grand i10,2019,550000,4701,Petrol,Manual,First ,20,1197,81.86,5
1517,Maruti Baleno Alpha,2016,600000,6757,Petrol,Manual,First ,21,1197,81.8,5
1518,Skoda Rapid 1.6,2016,675000,28182,Petrol,Automatic,First ,14,1598,103.52,5
1519,Nissan Kicks XV,2019,950000,11533,Petrol,Manual,First ,14,1498,104.55,5
1520,Honda City i,2017,850000,11688,Petrol,Manual,First ,17,1497,117.3,5
1521,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
1522,Toyota Corolla Altis,2012,550000,57728,Petrol,Automatic,First ,14,1794,138.1,5
1523,Maruti Ciaz 1.3,2018,925000,23712,Diesel,Manual,First ,28,1248,88.5,5
1524,Ford Ecosport 1.5,2015,625000,70670,Petrol,Automatic,First ,16,1499,110,5
1525,Maruti Alto 800,2014,200000,43381,Petrol,Manual,Second ,22,796,47.3,5
1526,Honda City i,2014,635000,79011,Petrol,Automatic,First ,18,1497,117.3,5
1527,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
1528,Maruti SX4 VDI,2014,425000,50000,Diesel,Manual,Second ,21,1248,88.73,5
1529,Maruti Wagon R,2011,220000,40000,Petrol,Manual,First ,18,998,67.1,5
1530,Hyundai Grand i10,2018,590000,10000,Petrol,Manual,First ,18,1197,81.86,5
1531,Mahindra Thar CRDe,2017,775000,35000,Diesel,Manual,First ,16,2498,105,6
1532,Maruti Ritz VXi,2015,350000,58500,Petrol,Manual,First ,18,1197,85.8,5
1533,Maruti Baleno Delta,2018,575000,20000,Petrol,Manual,First ,21,1197,83.1,5
1534,Nissan Micra XL,2011,200000,43500,Petrol,Manual,Second ,18,1198,75,5
1535,Tata Hexa XT,2018,1575000,30000,Diesel,Manual,First ,17,2179,153.86,7
1536,Ford EcoSport 1.5,2015,600000,63000,Diesel,Manual,First ,22,1498,98.59,5
1537,Mahindra Bolero 2011-2019,2016,720000,35000,Diesel,Manual,First ,15,2523,62.1,7
1538,Tata Indigo eCS,2012,158000,110000,Diesel,Manual,Second ,19,1396,69,5
1539,Tata Hexa XT,2018,1575000,25000,Diesel,Manual,First ,17,2179,153.86,7
1540,Hyundai Xcent 1.2,2017,580000,30000,Petrol,Automatic,First ,17,1197,81.86,5
1541,Mahindra Bolero 2011-2019,2012,420000,50000,Diesel,Manual,First ,15,2523,62.1,7
1542,Mahindra Marazzo M6,2018,1200000,35000,Diesel,Manual,First ,17,1497,121,8
1543,Renault KWID 1.0,2018,350000,30000,Petrol,Manual,First ,23,999,67,5
1544,Honda City i,2014,650000,56000,Petrol,Manual,First ,17,1497,117.3,5
1545,Maruti Wagon R,2017,400000,12700,Petrol,Manual,First ,20,998,67.04,5
1546,Tata Nexon 1.5,2018,700000,35000,Diesel,Manual,First ,21,1497,108.5,5
1547,Hyundai Xcent 1.2,2017,520000,30000,Petrol,Manual,First ,19,1197,82,5
1548,Mahindra Scorpio LX,2012,450000,120000,Diesel,Manual,First ,12,2179,120,9
1549,Tata Safari Storme,2017,850000,100000,Diesel,Manual,First ,14,2179,147.94,7
1550,Renault KWID RXT,2017,350000,34000,Petrol,Manual,First ,25,799,53.3,5
1551,Mahindra Xylo D2,2011,450000,56000,Diesel,Manual,First ,13,2489,95,8
1552,Hyundai i10 Era,2008,165000,90000,Petrol,Manual,First ,19,1086,68.05,5
1553,Hyundai Santro Xing,2010,160000,65000,Petrol,Manual,Second ,17,1086,62.1,5
1554,Tata New Safari,2011,300000,80000,Diesel,Manual,First ,13,2179,138,7
1555,Mahindra Scorpio VLX,2012,550000,90000,Diesel,Manual,Third ,12,2179,120,8
1556,Maruti Alto K10,2015,285000,40000,Petrol,Manual,First ,23,998,67.05,5
1557,Hyundai Creta 1.6,2016,850000,58000,Diesel,Manual,First ,19,1582,126.2,5
1558,Ford Freestyle Titanium,2018,700000,19100,Petrol,Manual,First ,19,1194,94.68,5
1559,Maruti Ertiga ZXI,2018,900000,25000,Petrol,Manual,First ,19,1462,103,7
1560,Maruti Alto LXi,2005,180000,49455,Petrol,Manual,First ,19,796,46.3,5
1561,Hyundai EON D,2016,220000,100000,Petrol,Manual,First ,21,814,55.2,5
1562,Tata Indica Vista,2013,120000,120000,Diesel,Manual,First ,22,1248,74,5
1563,Hyundai i20 Asta,2010,220000,90000,Petrol,Manual,Fourth & Above ,17,1197,80,5
1564,Chevrolet Sail Hatchback,2013,420000,46815,Diesel,Manual,Second ,22,1248,76.9,5
1565,Tata Indica Vista,2013,160000,110000,Diesel,Manual,First ,19,1405,70,5
1566,Hyundai EON Era,2015,250000,80000,Petrol,Manual,First ,21,814,55.2,5
1567,Maruti Ertiga ZDI,2013,385000,100000,Diesel,Manual,Third ,20,1248,88.8,7
1568,Maruti Wagon R,2014,318000,80000,Petrol,Manual,First ,20,998,67.06,5
1569,Hyundai Xcent 1.2,2018,480000,40000,Petrol,Manual,First ,20,1197,81.86,5
1570,Maruti Celerio VXI,2015,330000,70000,Petrol,Manual,Third ,23,998,67.04,5
1571,Tata Indica Vista,2011,152000,80000,Diesel,Manual,First ,17,1405,71,5
1572,Maruti Alto 800,2014,250000,40000,Petrol,Manual,First ,22,796,47.3,5
1573,Tata Indica Vista,2011,248000,80000,Diesel,Manual,First ,17,1405,71,5
1574,Nissan Micra XV,2011,300000,60000,Petrol,Manual,Second ,18,1198,75,5
1575,Hyundai i20 1.2,2017,550000,50000,Petrol,Manual,First ,18,1197,81.83,5
1576,Hyundai i20 Sportz,2016,650000,30000,Diesel,Manual,First ,22,1396,88.73,5
1577,Hyundai Grand i10,2017,445000,25000,Petrol,Manual,First ,18,1197,82,5
1578,Toyota Innova 2.5,2010,450000,334000,Diesel,Manual,First ,12,2494,102,7
1579,Mahindra NuvoSport N8,2016,600000,100000,Diesel,Manual,First ,17,1493,100,7
1580,Renault Duster Adventure,2014,495000,175000,Diesel,Manual,First ,19,1461,108.45,5
1581,Maruti SX4 ZXI,2011,220000,65000,Petrol,Automatic,Third ,12,1586,103.3,5
1582,Maruti SX4 ZXI,2011,260000,65000,Petrol,Automatic,Third ,12,1586,103.3,5
1583,Hyundai Santro Xing,2009,150000,90000,Petrol,Manual,First ,17,1086,62.1,5
1584,Ford Figo Diesel,2011,200000,80000,Diesel,Manual,Second ,20,1399,68,5
1585,Mahindra Scorpio S11,2018,1465000,110000,Diesel,Manual,First ,16,2179,140,7
1586,Honda Civic Hybrid,2008,250000,60000,Petrol,Automatic,Third ,20,1339,108.5,5
1587,Mahindra Xylo D4,2014,310000,160000,Diesel,Manual,First ,14,2489,93.7,7
1588,Mahindra Scorpio VLX,2010,600000,100875,Diesel,Automatic,First ,11,2179,120,8
1589,Maruti Baleno Delta,2018,560000,20000,Petrol,Manual,First ,21,1197,83.1,5
1590,Maruti Swift Dzire,2016,500000,30000,Petrol,Manual,First ,20,1197,83.14,5
1591,Hyundai Grand i10,2013,270000,118000,Diesel,Manual,First ,24,1120,70,5
1592,Hyundai Verna 1.6,2013,420000,69000,Diesel,Manual,Third ,22,1582,126.32,5
1593,Maruti Swift Dzire,2015,434999,25000,Petrol,Manual,Second ,20,1197,83.14,5
1594,Hyundai Xcent 1.2,2015,400000,100000,Petrol,Automatic,First ,16,1197,81.86,5
1595,Maruti Swift Dzire,2015,470000,110000,Diesel,Manual,First ,26,1248,74,5
1596,Nissan Terrano XL,2015,480000,60000,Diesel,Manual,Third ,20,1461,83.8,5
1597,Hyundai Santro Xing,2008,105000,128000,Petrol,Manual,First ,0,1086,62,5
1598,Tata Tiago 1.05,2017,325000,120000,Diesel,Manual,First ,27,1047,69,5
1599,Hyundai Grand i10,2020,675000,5000,Petrol,Automatic,First ,20,1197,81.86,5
1600,Hyundai i10 Sportz,2009,170000,90000,Petrol,Manual,Second ,20,1197,78.9,5
1601,Hyundai Creta 1.6,2017,1250000,90000,Diesel,Manual,First ,19,1582,126.2,5
1602,Honda Accord 2.4,2012,600000,144030,Petrol,Manual,First ,12,2354,177.6,5
1603,Honda City i,2014,819999,200000,Diesel,Manual,First ,25,1498,98.6,5
1604,Hyundai i20 2015-2017,2016,650000,29000,Petrol,Manual,First ,18,1197,81.83,5
1605,Maruti Wagon R,2007,105000,90000,LPG,Manual,Second ,17,1061,57.5,5
1606,Mahindra Renault Logan,2009,200000,176000,Diesel,Manual,Second ,17,1461,66,5
1607,Tata Indigo CS,2013,200000,150000,Diesel,Manual,First ,19,1396,69,5
1608,Maruti Omni E,2016,220000,90000,Petrol,Manual,First ,16,796,34.2,8
1609,Volkswagen Vento 1.6,2014,500000,70000,Petrol,Manual,Second ,15,1598,103.2,5
1610,Mahindra Renault Logan,2007,175000,99000,Diesel,Manual,Second ,19,1461,65,5
1611,Tata Tiago 1.2,2018,450000,5000,Petrol,Manual,First ,23,1199,84,5
1612,Chevrolet Optra Magnum,2008,210000,90000,Diesel,Manual,Fourth & Above ,16,1991,123.7,5
1613,Maruti Ritz VDi,2011,270000,89000,Diesel,Manual,Second ,21,1248,73.9,5
1614,Tata Indica V2,2006,110000,88000,Diesel,Manual,Second ,16,1405,62,5
1615,Maruti Swift Dzire,2015,480000,30000,Diesel,Manual,First ,26,1248,74,5
1616,Maruti Swift Dzire,2016,650000,50000,Diesel,Automatic,Second ,26,1248,74,5
1617,Maruti Swift Dzire,2013,480000,80000,Diesel,Manual,First ,23,1248,74,5
1618,Hyundai i20 Asta,2016,700000,40000,Diesel,Manual,First ,22,1396,88.73,5
1619,Maruti Ertiga VDI,2015,650000,110000,Diesel,Manual,Third ,20,1248,88.76,7
1620,Hyundai Creta 1.6,2015,1300000,48000,Diesel,Manual,Second ,19,1582,126.2,5
1621,Volkswagen Jetta 2.0L,2016,1350000,97000,Diesel,Automatic,First ,16,1968,138.03,5
1622,Volkswagen Vento 1.5,2016,1000000,60000,Diesel,Automatic,First ,22,1498,108.6,5
1623,Mercedes-Benz M-Class ML,2011,1700000,110000,Diesel,Automatic,Third ,0,2987,165,5
1624,Toyota Yaris V,2018,1080000,12800,Petrol,Automatic,First ,17,1496,105.5,5
1625,Hyundai EON D,2012,170000,40000,Petrol,Manual,First ,21,814,55.2,5
1626,Maruti Swift DDiS,2017,610000,49000,Diesel,Manual,First ,28,1248,74,5
1627,Maruti Ritz VXi,2014,350000,25000,Petrol,Manual,First ,18,1197,85.8,5
1628,Maruti Alto 800,2016,260000,65000,Petrol,Manual,Second ,22,796,47.3,5
1629,Fiat Linea 1.3,2015,700000,20000,Diesel,Manual,First ,20,1248,91.7,5
1630,Volkswagen Polo 2015-2019,2018,678000,17000,Petrol,Manual,First ,18,999,75,5
1631,Maruti SX4 S,2015,800000,15000,Diesel,Manual,First ,23,1248,88.5,5
1632,Toyota Etios GD,2014,400000,120000,Diesel,Manual,Second ,23,1364,67.04,5
1633,Hyundai i20 Magna,2010,300000,49000,Petrol,Manual,First ,18,1197,80,5
1634,Hyundai i20 2015-2017,2016,520000,29000,Petrol,Manual,First ,18,1197,81.83,5
1635,Nissan Terrano XV,2017,850000,55000,Diesel,Automatic,First ,19,1461,108.5,5
1636,Mahindra Marazzo M8,2019,1460000,5000,Diesel,Manual,First ,17,1497,121,7
1637,Tata Nexon 1.5,2017,830000,35000,Diesel,Manual,First ,21,1497,108.5,5
1638,Datsun GO T,2018,430000,5000,Petrol,Manual,Second ,20,1198,67,5
1639,Ford EcoSport 1.5,2017,850000,60000,Diesel,Manual,First ,22,1498,98.59,5
1640,Maruti Swift Dzire,2017,650000,70000,Petrol,Manual,First ,20,1197,83.14,5
1641,Hyundai Verna CRDi,2008,120000,120000,Diesel,Manual,Second ,16,1493,110,5
1642,Mahindra TUV 300,2016,730000,65100,Diesel,Manual,Second ,18,1493,100,7
1643,Maruti Ignis 1.2,2019,525000,20000,Petrol,Automatic,First ,20,1197,81.8,5
1644,Hyundai i20 Active,2015,600000,108000,Diesel,Manual,First ,21,1396,88.73,5
1645,Maruti Swift LXI,2019,500000,15000,Petrol,Manual,First ,21,1197,81.8,5
1646,Hyundai Santro Xing,2009,150000,77000,Petrol,Manual,First ,17,1086,62.1,5
1647,Maruti Wagon R,2015,409999,18500,Petrol,Manual,First ,20,998,67.04,5
1648,Mahindra TUV 300,2016,625000,120000,Diesel,Manual,First ,18,1493,100,7
1649,Renault KWID RXT,2015,290000,15200,Petrol,Manual,First ,25,799,53.3,5
1650,Honda Mobilio V,2015,500000,35000,Petrol,Manual,First ,17,1497,117.3,7
1651,Hyundai Verna 1.6,2011,475000,80000,Diesel,Manual,First ,22,1582,126.32,5
1652,Hyundai EON Era,2013,190000,70000,Petrol,Manual,First ,21,814,55.2,5
1653,Mahindra XUV500 W6,2014,750000,80000,Diesel,Manual,Second ,15,2179,140,7
1654,Nissan Terrano XV,2014,525000,120000,Diesel,Manual,Second ,19,1461,108.5,5
1655,Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Manual,Third ,17,1998,163.7,5
1656,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Automatic,First ,13,1999,177,5
1657,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
1658,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
1659,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First ,14,2179,147.94,7
1660,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First ,18,1969,190,5
1661,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
1662,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First ,21,998,67.05,5
1663,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First ,27,1248,74,5
1664,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
1665,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second ,12,2494,100.6,7
1666,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First ,22,1197,81.8,5
1667,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First ,16,1496,88.73,5
1668,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First ,22,1197,81.8,5
1669,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First ,24,1186,73.97,5
1670,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First ,16,1995,190,5
1671,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First ,16,1995,190,5
1672,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First ,19,1199,88.76,5
1673,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First ,14,1598,103.5,5
1674,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First ,16,1984,150,5
1675,Honda City 1.5,2010,321000,60000,Petrol,Automatic,Second ,16,1497,118,5
1676,Toyota Etios Liva,2017,585000,50000,Petrol,Manual,First ,17,1197,78.9,5
1677,Ford Figo Diesel,2011,225000,70000,Diesel,Manual,First ,20,1399,68,5
1678,Honda Amaze E,2017,500000,70000,Diesel,Manual,First ,25,1498,98.6,5
1679,Hyundai i20 1.4,2011,350000,90000,Diesel,Manual,Third ,23,1396,90,5
1680,Maruti Ertiga SHVS,2016,756000,70000,Diesel,Manual,Second ,24,1248,88.5,7
1681,Maruti Alto 800,2014,240000,50000,Petrol,Manual,First ,22,796,47.3,5
1682,Maruti Omni 8,2012,80000,120000,Petrol,Manual,Second ,19,796,35,8
1683,Hyundai i20 Active,2019,800000,5000,Petrol,Manual,First ,17,1197,81.86,5
1684,Tata Hexa XE,2018,1250000,25000,Diesel,Manual,First ,17,2179,147.94,7
1685,Mahindra Scorpio VLS,2009,320000,80000,Diesel,Manual,Third ,12,2179,120,7
1686,Hyundai Grand i10,2017,509999,25000,Petrol,Manual,First ,18,1197,82,5
1687,Tata Zest Quadrajet,2019,650000,15000,Diesel,Manual,First ,22,1248,74,5
1688,Maruti Alto K10,2011,210000,35000,Petrol,Manual,Second ,20,998,67.1,5
1689,Maruti Alto LXi,2008,110000,80000,Petrol,Manual,Second ,19,796,46.3,5
1690,Tata Nexon 1.5,2017,665000,25000,Diesel,Manual,First ,21,1497,108.5,5
1691,Volkswagen Ameo 1.5,2017,555000,52000,Diesel,Manual,First ,21,1498,108.62,5
1692,Volkswagen Ameo 1.5,2017,560000,52000,Diesel,Manual,First ,21,1498,108.62,5
1693,Mahindra KUV 100,2016,375000,80000,Diesel,Manual,First ,25,1198,77,6
1694,Toyota Fortuner 2.8,2017,2950000,50000,Diesel,Automatic,First ,15,2755,174.5,7
1695,Maruti Swift Dzire,2017,605000,127000,Diesel,Manual,First ,28,1248,74.02,5
1696,Honda WR-V i-VTEC,2017,720000,30000,Petrol,Manual,First ,17,1199,88.7,5
1697,Maruti Ertiga SHVS,2017,800000,70000,Diesel,Manual,First ,24,1248,88.5,7
1698,Mahindra XUV500 W10,2017,1325000,54000,Diesel,Manual,First ,16,2179,140,7
1699,Mitsubishi Pajero 2.8,2011,625000,120000,Diesel,Manual,Second ,10,2835,116.9,6
1700,Hyundai i20 1.4,2011,350000,116500,Diesel,Manual,First ,23,1396,90,5
1701,Toyota Innova 2.5,2012,600000,145000,Diesel,Manual,Second ,12,2494,100,8
1702,Hyundai i20 Sportz,2012,300000,120000,Petrol,Manual,First ,18,1197,82.85,5
1703,Tata New Safari,2011,240000,120000,Diesel,Manual,First ,13,2179,138.1,7
1704,Ford Figo 1.5D,2016,377000,80000,Diesel,Manual,First ,25,1498,99,5
1705,Maruti Ertiga VXI,2013,450000,140000,Petrol,Manual,First ,16,1373,93.7,7
1706,Hyundai Verna Xi,2008,160000,100000,Petrol,Manual,Fourth & Above ,13,1599,103.2,5
1707,Hyundai Xcent 1.2,2019,525000,100000,Petrol,Manual,First ,20,1197,81.86,5
1708,Toyota Innova 2.5,2011,550000,168000,Diesel,Manual,Second ,12,2494,102,8
1709,Chevrolet Cruze LTZ,2010,270000,120000,Diesel,Manual,Third ,18,1991,147.9,5
1710,Toyota Etios GD,2016,570000,145000,Diesel,Manual,Second ,23,1364,67.05,5
1711,Ford Figo Diesel,2011,225000,90000,Diesel,Manual,Second ,20,1399,68,5
1712,Hyundai Xcent 1.2,2019,590000,90000,Petrol,Manual,First ,20,1197,81.86,5
1713,Jeep Compass 2.0,2018,1675000,80000,Diesel,Manual,First ,17,1956,170,5
1714,Ford Aspire Titanium,2019,800000,33000,Petrol,Manual,First ,19,1194,94.93,5
1715,Chevrolet Sail 1.2,2014,450000,13500,Petrol,Manual,First ,18,1199,82.4,5
1716,Tata Indigo LX,2012,300000,80000,Diesel,Manual,First ,17,1405,70,5
1717,Hyundai i20 1.2,2017,645000,20000,Petrol,Manual,First ,18,1197,81.83,5
1718,Maruti Swift Dzire,2013,520000,58000,Diesel,Manual,First ,23,1248,74,5
1719,Hyundai EON Magna,2013,200000,40000,Petrol,Manual,First ,21,814,55.2,5
1720,Honda City i,2015,700000,30000,Petrol,Manual,First ,17,1497,117.3,5
1721,Maruti 800 AC,2000,45000,50000,Petrol,Manual,Second ,16,796,37,4
1722,Ford Figo Aspire,2016,459999,73000,Diesel,Manual,First ,25,1498,99,5
1723,Maruti Ritz VDi,2014,325000,90000,Diesel,Manual,Second ,23,1248,73.94,5
1724,Maruti Wagon R,2015,350000,50000,Petrol,Manual,Second ,20,998,67.04,5
1725,Hyundai Verna 1.6,2011,440000,80000,Diesel,Manual,Third ,22,1582,126.3,5
1726,Hyundai i20 1.4,2011,320000,70000,Diesel,Manual,Second ,21,1396,90,5
